Data_Publicacao,Manchete,Score_IA,Classificacao
2025-09-22 07:00:00,VanEck’s Bitcoin Price and ATH Prediction for 2026 - Yahoo Finance,0.0,Neutro
2025-09-22 07:00:00,"5 Reasons Bitcoin Will Climb To $200,000 In The Coming Months (Cryptocurrency:BTC-USD) - Seeking Alpha",0.0,Neutro
2025-09-22 07:00:00,"Bitcoin mining explained – process, benefits, and challenges - CoinShares",0.0,Neutro
2025-09-22 20:48:58,Bitcoin Wealth | Crypto Wealth Report 2025 - Henley & Partners,0.0,Neutro
2025-09-23 07:00:00,Bitcoin Is Digital Exit Gold: The Four-Year Doubling Cycle - Forbes,0.0,Neutro
2025-09-23 07:00:00,"Bitcoin is good for the nation, U.S. ought to own large part of cyberspace: MicroStrategy’s Saylor - CNBC",0.5048,Positivo (Comprar)
2025-09-23 07:00:00,VanEck Mid-September 2025 Bitcoin ChainCheck - VanEck,0.0,Neutro
2025-09-23 07:00:00,Better Crypto Buy: Bitcoin vs. Strategy (MicroStrategy) - The Motley Fool,0.55,Positivo (Comprar)
2025-09-24 07:00:00,Get Rich or Get Wiped Out: Bitcoin’s Hottest New Trade - WSJ,0.2557,Positivo (Comprar)
2025-09-24 07:00:00,Why Bitcoin's September gains are underwhelming - ig.com,0.0,Neutro
2025-09-24 07:00:00,Bitcoin treasury companies: infinite money glitch? - OMFIF,0.0,Neutro
2025-09-25 07:00:00,Bitcoin Diplomacy - Foreign Policy in Focus,-0.125,Negativo (Vender)
2025-09-25 07:00:00,"Bitcoin falls below $110,000 as 'cautious tone' sweeps over market - Yahoo Finance",0.0,Neutro
2025-09-25 07:00:00,Cramer's Lightning Round: American Bitcoin is 'a total spec' - CNBC,-0.0667,Neutro
2025-09-25 07:00:00,"If You'd Invested $500 in Bitcoin 5 Years Ago, Here's How Much You'd Have Today - The Motley Fool",0.4,Positivo (Comprar)
2025-09-25 07:00:00,Google backs $3 billion deal with Bitcoin miner as Big Tech looks to crypto for compute - Fortune,0.0,Neutro
2025-09-25 07:00:00,Bitcoin price falls ahead of key US inflation reading - Yahoo Finance UK,0.0,Neutro
2025-09-26 07:00:00,"How gold, bitcoin are moving beyond market hedge and boosting investment income - CNBC",0.0,Neutro
2025-09-26 07:00:00,"Bitcoin Is Back Below $110,000. Here's What to Know About the Latest Crypto Sell-Off. - Investopedia",0.25,Positivo (Comprar)
2025-09-27 07:00:00,Q4 2025 Bitcoin Outlook: Is Bitcoin’s Cycle Flipping Bearish…Or Is it Dead? - FOREX.com,-0.2,Negativo (Vender)
2025-09-27 17:54:19,"Bitcoin (BTC) Price Today: BTC Live Price, Charts, News - Crypto.com US - Crypto.com",0.1364,Positivo (Comprar)
2025-09-28 07:00:00,1 Big Reason To Buy Bitcoin Before the End of 2025 - The Motley Fool,0.3,Positivo (Comprar)
2025-10-01 07:00:00,Bitcoin rises as investors seek a global safe haven amid shutdown - CNBC,0.25,Positivo (Comprar)
2025-10-01 07:00:00,Billionaire-backed bitcoin firm OranjeBTC to begin trading at Brazilian exchange - Reuters,-0.2,Negativo (Vender)
2025-10-02 07:00:00,"JPMorgan sees bitcoin hitting $165,000 by year-end on retail-led 'debasement trade' - The Block",0.0,Neutro
2025-10-02 07:00:00,"Bitcoin Price (BTC) Analysis: 'Debasement Trade' to Boost Price, Says JPMorgan - CoinDesk",0.0,Neutro
2025-10-02 07:00:00,Bitcoin Soars Above $120K as US Government Shutdown Continues - Yahoo Finance,0.0,Neutro
2025-10-02 07:00:00,"Bitcoin Could Hit $1 Million Because 'Governments Keep Printing Money Like No Tomorrow', Telegram CEO Says - Yahoo Finance",0.0,Neutro
2025-10-02 07:00:00,Bitcoin price hits two-month high amid US shutdown - Yahoo Finance UK,0.16,Positivo (Comprar)
2025-10-03 07:00:00,"Bitcoin rallies to within 1% of all-time high, gaining safe-haven status during shutdown - CNBC",0.16,Positivo (Comprar)
2025-10-03 07:00:00,MARA Announces Bitcoin Production and Mining Operation Updates for September 2025 - MARA Holdings,0.0,Neutro
2025-10-03 07:00:00,Bitcoin Flirts With All-Time High As Strong Demand And Robust Momentum Fuel Gains - Forbes,0.2967,Positivo (Comprar)
2025-10-03 07:00:00,Bitcoin flirts with all-time high prices amid Federal Reserve cuts and Wall Street enthusiasm - Fortune,0.16,Positivo (Comprar)
2025-10-04 07:00:00,"Bitcoin Hits New All-Time High Price Above $125,000 - Yahoo Finance",0.0988,Neutro
2025-10-04 07:00:00,"Bitcoin hits all-time high above $125,000 - Reuters",0.08,Neutro
2025-10-04 07:00:00,"Bitcoin price surges to all-time high above $125,000 - Yahoo Finance",0.08,Neutro
2025-10-04 07:00:00,The Best Way to Invest in Bitcoin Without Actually Buying Cryptocurrency - WSJ,0.5,Positivo (Comprar)
2025-10-05 07:00:00,Bitcoin Price Outlook After All-Time High: Larger Rally Or Corrections? - Yahoo Finance,0.08,Neutro
2025-10-05 07:00:00,"Bitcoin Touches Record Price Above $125,000 - Investopedia",0.0,Neutro
2025-10-05 07:00:00,Opinion | Someone Tipped Me Off About a Crypto Story. What I Found Was Crazy. - The New York Times,-0.2318,Negativo (Vender)
2025-10-05 07:00:00,"Companies Are Buying This Crypto — and No, It’s Not Bitcoin: Should You Invest Too? - Yahoo Finance",0.0,Neutro
2025-10-06 07:00:00,Standard Chartered reaffirms $200k year-end projection for Bitcoin as US gov shutdown becomes tailwind - The Digital Banker,0.0,Neutro
2025-10-06 07:00:00,Bitcoin hits new all-time record high - Reuters,0.1482,Positivo (Comprar)
2025-10-06 07:00:00,"Bitcoin Hits New $126,000 Record While Retail Engagement Sleeps - Yahoo Finance",0.1364,Positivo (Comprar)
2025-10-06 07:00:00,"Bitcoin Price Hits An All-Time High, But Here’s What Really Matters - Forbes",0.18,Positivo (Comprar)
2025-10-06 07:00:00,Federal Reserve Warns Quantum Computers Could Expose Bitcoin’s Hidden Past - The Quantum Insider,-0.2083,Negativo (Vender)
2025-10-06 07:00:00,Gold and Bitcoin go through the roof as U.S. shutdown forces investors to trade in the dark - Fortune,-0.15,Negativo (Vender)
2025-10-06 07:00:00,Beyond Bitcoin: The Blockchain story - Barclays Private Bank,0.0,Neutro
2025-10-06 07:00:00,"Bitcoin Price Levels to Watch After Cryptocurrency Hits Record High Above $125,000 - Investopedia",0.08,Neutro
2025-10-06 07:00:00,"Real Estate Giant Opendoor to Accept Bitcoin and Crypto for Home Buying, CEO Confirms - Yahoo Finance",0.1,Neutro
2025-10-07 07:00:00,BlackRock’s most profitable ETF is a nearly $100 billion Bitcoin giant - Fortune,0.2,Positivo (Comprar)
2025-10-07 07:00:00,Why Bitcoin Was Sliding Tuesday Afternoon - The Motley Fool,0.6,Positivo (Comprar)
2025-10-07 07:00:00,Global crypto ETFs attract record $5.95 billion as bitcoin scales new highs - Reuters,0.0682,Neutro
2025-10-07 07:00:00,Bitcoin Is ‘Almost’ Ready to Join the Big Leagues as a Central-Bank Reserve Asset - Barron's,0.1,Neutro
2025-10-07 07:00:00,"Central banks will end up holding Bitcoin in their reserves even though it is ‘backed by nothing,’ Deutsche Bank predicts - Fortune",0.0,Neutro
2025-10-07 07:00:00,What Racine County Residents Should Know about Bitcoin - Racine County Eye,0.0,Neutro
2025-10-07 07:00:00,"Bitcoin Price Hits All-Time High Above $126K: ETFs, Market Drivers, and the Future of Digital Gold - CarbonCredits.com",0.04,Neutro
2025-10-08 07:00:00,Bitcoin Price Falls. Why a Rising Dollar Is a Threat to the Crypto. - Barron's,0.0,Neutro
2025-10-08 07:00:00,"As Bitcoin Hits Record High, UK Investors Gain Access to Crypto ETNs - Morningstar Canada",0.16,Positivo (Comprar)
2025-10-09 07:00:00,Crypto Investor Known as ‘Bitcoin Jesus’ Reaches Deal With Prosecutors - The New York Times,0.1364,Positivo (Comprar)
2025-10-09 07:00:00,3 Reasons to Buy Bitcoin Before January 2026 - Yahoo Finance,0.0,Neutro
2025-10-09 07:00:00,Noise from crypto mine pushes Texas neighbors to start a town - The Texas Tribune,0.0,Neutro
2025-10-09 07:00:00,'Long Live the King': Bitcoin Billionaire Arthur Hayes Predicts the BTC 4-Year Cycle Is Over - Yahoo Finance,0.0432,Neutro
2025-10-09 07:00:00,HOW TO BUY BITCOIN FOR THE FIRST TIME - eToro,0.25,Positivo (Comprar)
2025-10-09 07:00:00,Bitcoin Scam Warning: Bitcoin ATM scams taking millions from consumers across the U.S. - ABC11 Raleigh-Durham,0.0,Neutro
2025-10-09 07:00:00,Bitcoin ATMs: What to know about latest scheme to steal thousands from innocent victims - ABC7 San Francisco,0.5,Positivo (Comprar)
2025-10-09 07:00:00,3 Reasons to Buy Bitcoin Before January 2026 - The Motley Fool,0.6,Positivo (Comprar)
2025-10-10 07:00:00,"How the world’s 240,000 crypto millionaires are spending their fortunes - CNBC",0.0,Neutro
2025-10-10 07:00:00,Donald Trump Is Now One Of The World's Biggest Bitcoin Investors - Forbes,0.0,Neutro
2025-10-10 07:00:00,Exploring Bitcoin and Gold I iShares Canada - blackrock.com,0.0,Neutro
2025-10-10 07:00:00,"Bitcoin is ‘not an asset’ and has ‘no intrinsic value,’ says $225 billion investment company - Fortune",0.0,Neutro
2025-10-10 07:00:00,"A Bitcoin Mine Came to Michigan’s Upper Peninsula, and Dafter Township Isn’t Happy - Inside Climate News",0.4,Positivo (Comprar)
2025-10-10 07:00:00,'Bitcoin is not an asset class': UK's biggest investment platform has a stark warning for investors - CNBC,-0.2,Negativo (Vender)
2025-10-12 07:00:00,Crypto Whale Opens New $163M Bitcoin Short After $192M Win - Yahoo Finance,0.3121,Positivo (Comprar)
2025-10-12 07:00:00,"Bitcoin extends decline to $104,782 as Trump escalates US-China trade war - Reuters",0.0,Neutro
2025-10-13 07:00:00,Watch These Bitcoin Price Levels as Cryptocurrency Rebounds From Sell-Off - Investopedia,0.0,Neutro
2025-10-13 07:00:00,"Strategy Acquires 220 BTC and Now Holds 640,250 BTC - Strategy",0.0,Neutro
2025-10-13 07:00:00,Why crypto briefly but dramatically crashed when Trump renewed his trade war | CNN Business - CNN,0.0,Neutro
2025-10-13 07:00:00,'Bitcoin Is the Best Risk-Reward Investment Right Now.' Nearly 20% of Millennials Are Adding Crypto to Retirement Portfolios - Yahoo Finance,0.4619,Positivo (Comprar)
2025-10-14 07:00:00,"Jamie Dimon’s latest crypto comments show CEO is warming to blockchain, silent on Bitcoin - Fortune",0.25,Positivo (Comprar)
2025-10-14 07:00:00,DOJ seizes $15 billion in bitcoin from massive 'pig butchering' scam based in Cambodia - CNBC,0.0,Neutro
2025-10-14 07:00:00,"Could Bitcoin Hit $200,000 by the End of the Year? Here's What History Says. - Yahoo Finance",0.0,Neutro
2025-10-14 07:00:00,Bitcoin worth $14bn seized in US-UK crackdown on alleged scammers - BBC,0.1,Neutro
2025-10-14 07:00:00,‘Bitcoin Jesus’ reaches $50 million deal with DOJ to dismiss tax evasion charges - Fortune,0.0,Neutro
2025-10-14 07:00:00,Feds Seize Record-Breaking $15 Billion in Bitcoin From Alleged Scam Empire - WIRED,-0.1,Neutro
2025-10-14 07:00:00,"After record crypto crash, a rush to hedge against another freefall - Reuters",0.0,Neutro
2025-10-14 07:00:00,"$15 billion seized by US originates from Iran/China bitcoin miner ""theft"" - Elliptic",0.0,Neutro
2025-10-14 07:00:00,"Bitcoin, ether drop as US-China tensions flare up, erasing Monday's gains - Reuters",0.0,Neutro
2025-10-14 07:00:00,Bitcoin's Price Dips Back Down From Its Record High. Should Investors Buy the Coin Ahead of 2026? - Yahoo Finance,0.0015,Neutro
2025-10-14 07:00:00,'Bitcoin Jesus' strikes deal with Trump administration to resolve US tax charges - Reuters,0.0,Neutro
2025-10-15 07:00:00,"Corporate Bitcoin Holdings Surge 40%, But BTC Stays Flat — Why the Disconnect? - Yahoo Finance",-0.0125,Neutro
2025-10-15 07:00:00,California's 'Bitcoin Jesus' pays $50M in tax evasion case - KTVU,0.0,Neutro
2025-10-15 07:00:00,Federal Authorities Seize Bitcoin Worth $15B - GovTech,0.3,Positivo (Comprar)
2025-10-15 07:00:00,"Crypto Prediction: Tim Draper says bitcoin will top $250,000 in 12 months - CNBC",0.5,Positivo (Comprar)
2025-10-15 07:00:00,‘Bitcoin Jesus’ agrees to pay nearly $50 million in back taxes to avoid criminal case - Los Angeles Times,-0.1,Negativo (Vender)
2025-10-16 07:00:00,BTQ Technologies Announces Quantum-Safe Bitcoin Using NIST Standardized Post-Quantum Cryptography - The Quantum Insider,0.0,Neutro
2025-10-17 07:00:00,Bitcoin Market Outlook: October 2025 Accumulation Hints at Historic Bottom - Yahoo Finance,0.0,Neutro
2025-10-17 07:00:00,Bitcoin sinks with safe haven bets 'clearly favoring gold' after crypto washout - Yahoo Finance,0.1667,Positivo (Comprar)
2025-10-18 07:00:00,$15 Billion Bitcoin Seizure Exposes Challenges For U.S. Crypto Reserve Strategy - Forbes,0.0,Neutro
2025-10-18 07:00:00,Record $15 billion Bitcoin cyber scam seizure: Bay Area investigator visited suspect's company in Cambodia - ABC7 San Francisco,0.0,Neutro
2025-10-19 07:00:00,"Bitcoin Briefly Slips Below $105,000. Is It Time to Buy? - The Motley Fool",0.3,Positivo (Comprar)
2025-10-19 07:00:00,Bitcoin Crash: A Canary In The Coal Mine - Forbes,0.0,Neutro
2025-10-20 07:00:00,"Bitcoin jumps, retakes $111,000, leading crypto stocks higher as markets stabilize after October sell-off - Yahoo Finance",0.25,Positivo (Comprar)
2025-10-21 07:00:00,BlackRock Is Pulling Bitcoin Whales Into Wall Street’s Orbit - Bloomberg,0.0,Neutro
2025-10-21 07:00:00,Trump family's $314M bitcoin mining deal underscores new market reality - Axios,0.1364,Positivo (Comprar)
2025-10-21 07:00:00,Where Will Bitcoin Be in 10 Years? - Yahoo Finance,0.0,Neutro
2025-10-22 07:00:00,Where Will Bitcoin Be in 1 Year? - Yahoo Finance,0.0,Neutro
2025-10-22 07:00:00,VanEck Mid-October 2025 Bitcoin ChainCheck - VanEck,0.0,Neutro
2025-10-22 07:00:00,"The biggest crypto wipeout was led not by bitcoin, but much smaller tokens. Here's what happened - CNBC",0.0,Neutro
2025-10-22 07:00:00,"Peter Brandt Expects Bitcoin Price to Hit $250,000, but There’s a Twist - Yahoo Finance",0.0,Neutro
2025-10-22 07:00:00,"Bitcoin price faces ‘inevitable dip’ to $100,000, says Standard Chartered - Yahoo Finance",0.0,Neutro
2025-10-23 07:00:00,Investor priorities have shifted for bitcoin mining operations. - RSM US,0.0,Neutro
2025-10-23 07:00:00,Bitcoin price rises ahead of US inflation report - Yahoo Finance UK,0.0,Neutro
2025-10-24 07:00:00,JPMorgan Chase to Allow Institutional Clients to Use Bitcoin and Ether as Collateral - PYMNTS.com,0.0,Neutro
2025-10-24 07:00:00,"Peter Schiff: Bitcoin Is A 'Gigantic Pump-And-Dump', But 'OGs Did A Great Job Of Selling The Story' - Yahoo Finance",0.8,Positivo (Comprar)
2025-10-24 07:00:00,JPMorgan to Allow Bitcoin and Ether as Collateral in Crypto Push - Bloomberg,0.0,Neutro
2025-10-27 07:00:00,Elon Musk's SpaceX Shakes Up Bitcoin Market With $133 Million Transfer - Yahoo Finance,0.0,Neutro
2025-10-27 07:00:00,Bitcoin and Crypto Stocks Rise. The 2 Key Things Driving Today’s Rally. - Barron's,0.0,Neutro
2025-10-27 07:00:00,"American Bitcoin Acquires 1,414 Bitcoin and Increases Strategic Reserve to 3,865 Bitcoin - PR Newswire",0.0,Neutro
2025-10-27 07:00:00,Jack Dorsey Says 'Bitcoin Is Not Crypto': An Age-Old Semantic Debate Rehashed Or More? - Yahoo Finance,0.5,Positivo (Comprar)
2025-10-28 07:00:00,France Welcomes Reserve Bill to Purchase 2% of Bitcoin Supply - Yahoo Finance,0.0,Neutro
2025-10-28 07:00:00,"Why bitcoin miner CleanSpark beat Microsoft for Wyoming AI data center deal, and what it means for crypto mining's future - CNBC",-0.05,Neutro
2025-11-03 08:00:00,Trading the Bitcoin Four-Year Cycle | The Bitcoin Halving - eToro,0.0,Neutro
2025-11-03 08:00:00,This Bitcoin Price Cycle Data Reveals Next Major Bull Run - Bitcoin Magazine,0.0312,Neutro
2025-11-03 08:00:00,Billionaire Michael Saylor’s Strategy Keeps Buying Bitcoin — Adds 397 BTC for $45.6M - Yahoo Finance,0.0,Neutro
2025-11-03 08:00:00,Why Bitcoin Mining Matters More Than You Think - Natixis CIB | Natixis Corporate & Investment Banking,0.25,Positivo (Comprar)
2025-11-03 08:00:00,France Is Considering a Bitcoin Reserve. Here's Why That's Extremely Bullish. - Yahoo Finance,-0.125,Negativo (Vender)
2025-11-03 08:00:00,Judge denies Bitcoin company's request to block local election in Hood County - KERA News,0.0,Neutro
2025-11-04 08:00:00,"Bitcoin retail investor at 'max desperation,' says Bitwise CIO, but crypto winter not coming - CNBC",0.0,Neutro
2025-11-04 08:00:00,"Bitcoin falls below $100,000 for the first time since late June - CNBC",-0.025,Neutro
2025-11-04 08:00:00,Bitcoin hits lowest price since June as forced sales surge - Axios,-0.3,Negativo (Vender)
2025-11-04 08:00:00,"Bitcoin breaches $100,000 as selling pressure mounts, government shutdown 'stalls' tailwinds - Yahoo Finance",0.0,Neutro
2025-11-05 08:00:00,Texas community votes no on incorporating to fight Bitcoin mine - The Texas Tribune,0.0,Neutro
2025-11-05 08:00:00,Bitcoin Whales Selling $45 Billion Cast Shadow Over Crypto - Bloomberg,0.0,Neutro
2025-11-05 08:00:00,Spot ETFs Give Rise to Crypto Basis Trading - CME Group,0.0,Neutro
2025-11-06 08:00:00,"JPMorgan sees bitcoin price reaching about $170,000 within the next 6 to 12 months - The Block",0.0,Neutro
2025-11-06 08:00:00,Will Bitcoin Rebound to $120K Before 2026? - Yahoo Finance,0.0,Neutro
2025-11-06 08:00:00,"Bitcoin’s Fair Value Is $170K, JPMorgan Argues in Gold-Based Model - Yahoo Finance UK",0.7,Positivo (Comprar)
2025-11-07 08:00:00,Trump’s Bungled Bet On Bitcoin Is Costing Him Bigtime - Forbes,0.0,Neutro
2025-11-07 08:00:00,"Bitcoin under Bukele | Tobias Boos, Juan Grigera, and Lina Schmid - Phenomenal World",0.5,Positivo (Comprar)
2025-11-07 08:00:00,Bitcoin slumps nearly 20% from all-time high as strategist warns 'we could correct quite a bit more' - Yahoo Finance,0.2533,Positivo (Comprar)
2025-11-08 08:00:00,I Asked ChatGPT Where Bitcoin Is Headed in 2026: Here’s What It Said - Yahoo Finance,0.0,Neutro
2025-11-08 08:00:00,Bitcoin to $75K or $125K: This Is Where It Is Heading Next - Yahoo Finance,0.0,Neutro
2025-11-08 08:00:00,Cathie Wood Confirms $1 Million Bitcoin Price Target Despite Market Volatility - Yahoo Finance,0.0,Neutro
2025-11-10 08:00:00,"Bitcoin Has 'High Probability' Of Crashing Below $60,000 If It Stays Below This Level, Says Analyst, But The Fall Could Be Even Steeper - Yahoo Finance",0.16,Positivo (Comprar)
2025-11-11 08:00:00,Cryptoqueen who fled China for London mansion jailed over £5bn Bitcoin stash - BBC,0.0,Neutro
2025-11-11 08:00:00,"Should You Buy Bitcoin When It's Under $100,000? - The Motley Fool",0.6,Positivo (Comprar)
2025-11-11 08:00:00,Bitcoin traders are still rattled after $340 billion wipeout - Fortune,0.0,Neutro
2025-11-12 08:00:00,UK sentences Chinese scammer after record-breaking Bitcoin seizure - Al Jazeera,0.0,Neutro
2025-11-12 08:00:00,China Accuses US of Orchestrating $13 Billion Bitcoin Hack - Bloomberg,0.0,Neutro
2025-11-13 08:00:00,"Why is Bitcoin Down? BTC Plunges Under $97,000, $880M in Liquidations - CoinDesk",-0.1556,Negativo (Vender)
2025-11-13 08:00:00,"Czech central bank buys $1 million in bitcoin, other crypto assets for testing - Reuters",-0.0625,Neutro
2025-11-13 08:00:00,Czech central bank buys $1 million in Bitcoin and other cryptocurrencies - Fortune,-0.0625,Neutro
2025-11-13 08:00:00,Three Factors Driving Bitcoin’s Price - VanEck,0.0,Neutro
2025-11-13 08:00:00,"Bitcoin Retreats to $100,000—What’s Next for the Crypto Market? - Morningstar",0.0,Neutro
2025-11-14 08:00:00,Strategy Is Worth Less Than Its Bitcoin as Crypto Prices Slide - Barron's,0.0667,Neutro
2025-11-14 08:00:00,Trump brothers-backed American Bitcoin swings to profit on margin expansion - Reuters,0.0,Neutro
2025-11-14 08:00:00,How low will Bitcoin go this time? - Blain's Morning Porridge,0.0,Neutro
2025-11-14 08:00:00,"Bitcoin in 'bear market regime' as cryptocurrency falls below $95,000 - Yahoo Finance",0.0,Neutro
2025-11-14 08:00:00,"Crypto market plunges as Bitcoin falls below $97,000 - Fortune",0.0,Neutro
2025-11-14 08:00:00,"Bitcoin falls below $95,000 amid tech sell-off, bounces off lows on Friday - CNBC",0.0,Neutro
2025-11-14 08:00:00,"Bitcoin price plunges below $100,000. This is why. - Mashable",0.0,Neutro
2025-11-14 08:00:00,Investing in Crypto: Diversifying Your Portfolio - Morgan Stanley,0.0,Neutro
2025-11-15 08:00:00,Bitcoin Whales Are Accumulating: What Does It Mean for Price? - Yahoo Finance,-0.3125,Negativo (Vender)
2025-11-15 08:00:00,Scaramuccis led $220 million investment in crypto mining firm tied to President’s family—‘Bitcoin transcends politics’ - Fortune,-0.2,Negativo (Vender)
2025-11-16 08:00:00,"JPMorgan Forecasts Bitcoin Bottom, Anticipates $28.3 Trillion Challenge To Gold By 2026 - Yahoo Finance",0.0,Neutro
2025-11-16 08:00:00,Where Will Bitcoin Go Next? - Yahoo Finance,0.0,Neutro
2025-11-16 08:00:00,Is Bitcoin Bottom Near? BTC Approaches 'Death Cross' as Market Tests Key Historical Pattern - CoinDesk,0.025,Neutro
2025-11-16 08:00:00,Americans are heating their homes with bitcoin this winter - CNBC,0.0,Neutro
2025-11-17 08:00:00,Steve Weiss: Bitcoin has no use case and it's strictly a trading vehicle - CNBC,0.0,Neutro
2025-11-17 08:00:00,Bitcoin sinks to six-month low as risk-off sentiment persists - Reuters,-0.05,Neutro
2025-11-17 08:00:00,"Bitcoin price under pressure, drops below $92,000 as 'self-fulfilling prophecy' puts 4-year cycle in focus - Yahoo Finance",0.0,Neutro
2025-11-17 08:00:00,Chart Master: Playing the Bitcoin slide - CNBC,0.0,Neutro
2025-11-17 08:00:00,"Harvard now owns nearly half a billion dollars worth of Bitcoin, filings show - Fortune",0.0667,Neutro
2025-11-17 08:00:00,The Lights Dim on Laos’ Brief Bitcoin Dream - Pulitzer Center,0.0,Neutro
2025-11-17 08:00:00,"Inside a Wild Bitcoin Heist: Five-Star Hotels, Cash-Stuffed Envelopes, and Vanishing Funds - WIRED",0.1,Neutro
2025-11-17 08:00:00,Video shows Sunrise Police intervene as scammer used Bitcoin ATM to rip off elderly man - NBC 6 South Florida,0.0,Neutro
2025-11-17 08:00:00,Gold vs. Bitcoin: Why the Safe-Haven Debate Is Shifting in 2025 - Morningstar Canada,0.0,Neutro
2025-11-17 08:00:00,Why are Bitcoin and Ether down so much: Crypto winter or liquidity reset? - home.saxo,0.0222,Neutro
2025-11-18 08:00:00,"Crypto ETF Investors Pull Billions as Bitcoin Slides Below USD 90,000 - Morningstar Canada",0.0,Neutro
2025-11-18 08:00:00,Why crypto is melting down and stocks keep falling | CNN Business - CNN,-0.1556,Negativo (Vender)
2025-11-18 08:00:00,Bitcoin Crash Scenarios: How Low Can It Go? - Forbes,0.0,Neutro
2025-11-18 08:00:00,"Bitcoin Now Harvard’s Largest Publicly Disclosed Holding, Tripling in Size in Third Quarter - The Harvard Crimson",0.0,Neutro
2025-11-18 08:00:00,"Bitcoin Sinks Below $90,000: Popular Analyst Says This Is When BTC Will Reach Market Bottom - Yahoo Finance",0.25,Positivo (Comprar)
2025-11-18 08:00:00,"Buy, sell or hold Bitcoin? Advisors weigh in after crypto's recent collapse - InvestmentNews",0.0,Neutro
2025-11-18 08:00:00,"Bitcoin rebounds after falling below $90,000, a 7-month low - Reuters",0.0,Neutro
2025-11-18 08:00:00,"Bitcoin briefly falls below $90,000 to lowest since April - CNBC",0.0,Neutro
2025-11-18 08:00:00,Bitcoin ticks up after erasing all of 2025 gains - Al Jazeera,0.0,Neutro
2025-11-18 08:00:00,"Bitcoin Drops Below $90,000 for the First Time in Seven Months - Bloomberg",0.25,Positivo (Comprar)
2025-11-19 08:00:00,"Quantum computers could decrypt Bitcoin after 2030, CEO of Nvidia’s quantum partner says - Fortune",0.0,Neutro
2025-11-19 08:00:00,Analysts Reveal Key Support Levels for Bitcoin if Selling Pressure Doesn’t Ease in November - Yahoo Finance,0.0,Neutro
2025-11-19 08:00:00,Investors pull record $523 million from BlackRock's flagship bitcoin ETF - Reuters,0.0,Neutro
2025-11-20 08:00:00,Bitcoin price edges higher as Nvidia earnings lift crypto miners - Yahoo Finance UK,0.25,Positivo (Comprar)
2025-11-20 08:00:00,Orrick Advises New Hampshire on Historic First Bitcoin-backed Municipal Bond in U.S. - orrick.com,0.1288,Positivo (Comprar)
2025-11-20 08:00:00,Bitcoin falls to lowest level since April - CNBC,0.0,Neutro
2025-11-20 08:00:00,Bitcoin’s Wild Ride to Nowhere - Fisher Investments,0.1,Neutro
2025-11-20 08:00:00,"Down 30% From Its High, Is Now the Time to Add Bitcoin to Your Portfolio? - Yahoo Finance",0.0022,Neutro
2025-11-20 08:00:00,Rep. Warren Davidson Introduces the Bitcoin For America Act - Congressman Warren Davidson (.gov),0.0,Neutro
2025-11-21 08:00:00,Bitcoin in a Death Cross: How Low Will We Go? - Yahoo Finance,0.0,Neutro
2025-11-21 08:00:00,"BlackRock clients dump Bitcoin as price hits $81,900. Here’s why analysts say the $3.8bn ETF flush will only get worse - dlnews.com",-0.2,Negativo (Vender)
2025-11-21 08:00:00,Bitcoin has shed almost $800 billion since its October peak. What's behind the plunge? - CBS News,-0.4,Negativo (Vender)
2025-11-21 08:00:00,Bitcoin on thin ice after sinking in flight from risk - Reuters,-0.4,Negativo (Vender)
2025-11-21 08:00:00,NH to play role in unique Bitcoin-backed bond deal - New Hampshire Public Radio,0.1705,Positivo (Comprar)
2025-11-21 08:00:00,Crypto plunge wipes out nearly $400 billion in a week - Axios,0.1,Neutro
2025-11-21 08:00:00,Bitcoin and other crypto assets sink in flight from risk - NBC News,-0.125,Negativo (Vender)
2025-11-21 08:00:00,"Bitcoin bears dominate: odds of year-end price below $90,000 rise - Reuters",0.0,Neutro
2025-11-21 08:00:00,"Bitcoin continues slide that's roiling markets, threatens to break below $80,000 - CNBC",0.0,Neutro
2025-11-21 08:00:00,Binance CEO Teng says bitcoin volatility in line with most asset classes - Reuters,0.5,Positivo (Comprar)
2025-11-22 08:00:00,3 Reasons to Buy Bitcoin Before the End of the Year - The Motley Fool,0.6,Positivo (Comprar)
2025-11-23 08:00:00,Bitcoin vs. Ethereum: Which Is More Likely to Be a Millionaire Maker? - The Motley Fool,0.3667,Positivo (Comprar)
2025-11-24 08:00:00,Bitcoin’s Death Cross Confirmed: Why This Time Might Be Different - Yahoo Finance,0.1333,Positivo (Comprar)
2025-11-24 08:00:00,Bitcoin Just Turned Negative for the Year. Is It Still a Buy? - Yahoo Finance,-0.3,Negativo (Vender)
2025-11-24 08:00:00,BlackRock's iShares bitcoin fund sees record exodus as crypto heads for worst month since 2022 - CNBC,-1.0,Negativo (Vender)
2025-11-24 08:00:00,"Crypto attack saw victims endure waterboarding, sexual assault in $1.6 million Bitcoin robbery - Fortune",0.5,Positivo (Comprar)
2025-11-25 08:00:00,"Bitcoin mining in China rebounds, defying 2021 ban - Reuters",0.0,Neutro
2025-11-25 08:00:00,The fatal flaw in using bitcoin as a currency - Financial Times,0.0,Neutro
2025-11-25 08:00:00,The rise of bitcoin and why it matters now - invesco.com,0.0,Neutro
2025-11-25 08:00:00,"Bitcoin plunges while gold rises, destroying the crypto ‘safe haven’ narrative - Fortune",0.15,Positivo (Comprar)
